Date,Adj Close,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
2024-09-09,219.8866424560547,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
2024-09-10,219.09034729003906,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
2024-09-11,221.6285400390625,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
2024-09-12,221.738037109375,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37455600
2024-09-13,221.46926879882812,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
2024-09-16,215.3179168701172,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
2024-09-17,215.78570556640625,216.7899932861328,216.89999389648438,214.5,215.75,45519300
2024-09-18,219.6676483154297,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
2024-09-19,227.8097686767578,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
2024-09-20,227.14285278320312,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
2024-09-23,225.4208984375,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
2024-09-24,226.31671142578125,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
2024-09-25,225.3213348388672,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
2024-09-26,226.46603393554688,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
2024-09-27,226.73475646972656,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
2024-09-30,231.92063903808594,233.0,233.0,229.64999389648438,230.0399932861328,54541900
2024-10-01,225.16209411621094,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
2024-10-02,225.7294464111328,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
2024-10-03,224.6245880126953,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
2024-10-04,225.74935913085938,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
2024-10-07,220.66302490234375,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
2024-10-08,224.72415161132812,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
2024-10-09,228.47665405273438,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
2024-10-10,227.97897338867188,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
2024-10-11,226.4958953857422,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
2024-10-14,230.22850036621094,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
2024-10-15,232.76670837402344,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
2024-10-16,230.70626831054688,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
2024-10-17,231.07456970214844,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
2024-10-18,233.91136169433594,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
2024-10-21,235.38450622558594,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
2024-10-22,234.76739501953125,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
2024-10-23,229.69100952148438,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
2024-10-24,229.50189208984375,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
2024-10-25,230.3380126953125,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
2024-10-28,232.3187713623047,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
2024-10-29,232.5875244140625,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
2024-10-30,229.03407287597656,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
2024-10-31,224.8634796142578,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
2024-11-01,221.87738037109375,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
2024-11-04,220.98155212402344,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
2024-11-05,222.41485595703125,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
2024-11-06,221.68826293945312,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
2024-11-07,226.42620849609375,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
2024-11-08,226.15716552734375,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
2024-11-11,223.4368133544922,224.22999572753906,225.6999969482422,221.5,225.0,42005600
2024-11-12,223.4368133544922,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
2024-11-13,224.3236541748047,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
2024-11-14,227.4127197265625,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
2024-11-15,224.2041015625,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
2024-11-18,227.2134246826172,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44633700
2024-11-19,227.47247314453125,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
2024-11-20,228.18995666503906,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
2024-11-21,227.71165466308594,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
2024-11-22,229.05685424804688,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
2024-11-25,232.04624938964844,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
2024-11-26,234.228515625,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
2024-11-27,234.0989532470703,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
2024-11-29,236.49049377441406,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
2024-12-02,238.7424774169922,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
2024-12-03,241.79165649414062,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000
2024-12-04,242.150390625,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900
2024-12-05,242.18028259277344,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900
2024-12-06,241.98098754882812,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600
2024-12-09,245.8771514892578,246.75,247.24000549316406,241.75,241.8300018310547,44649200
2024-12-10,246.89353942871094,247.77000427246094,248.2100067138672,245.33999633789062,246.88999938964844,36914800
2024-12-11,245.6180877685547,246.49000549316406,250.8000030517578,246.25999450683594,247.9600067138672,45205800
2024-12-12,247.08287048339844,247.9600067138672,248.74000549316406,245.67999267578125,246.88999938964844,32777500
2024-12-13,247.25228881835938,248.1300048828125,249.2899932861328,246.24000549316406,247.82000732421875,33155300
2024-12-16,250.15196228027344,251.0399932861328,251.3800048828125,247.64999389648438,247.99000549316406,51694800
2024-12-17,252.58334350585938,253.47999572753906,253.8300018310547,249.77999877929688,250.0800018310547,51356400
2024-12-18,247.1725616455078,248.0500030517578,254.27999877929688,247.74000549316406,252.16000366210938,56774100
2024-12-19,248.90638732910156,249.7899932861328,252.0,247.08999633789062,247.5,60882300
2024-12-20,253.5897674560547,254.49000549316406,255.0,245.69000244140625,248.0399932861328,147495300
2024-12-23,254.36700439453125,255.27000427246094,255.64999389648438,253.4499969482422,254.77000427246094,40858800
2024-12-24,257.28668212890625,258.20001220703125,258.2099914550781,255.2899932861328,255.49000549316406,23234700
2024-12-26,258.1037292480469,259.0199890136719,260.1000061035156,257.6300048828125,258.19000244140625,27237100
2024-12-27,254.6858673095703,255.58999633789062,258.70001220703125,253.05999755859375,257.8299865722656,42355300
2024-12-30,251.30787658691406,252.1999969482422,253.5,250.75,252.22999572753906,35557500
2024-12-31,249.5341796875,250.4199981689453,253.27999877929688,249.42999267578125,252.44000244140625,39480700
2025-01-02,242.9874267578125,243.85000610351562,249.10000610351562,241.82000732421875,248.92999267578125,55740700
2025-01-03,242.49916076660156,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100
2025-01-06,244.1333465576172,245.0,247.3300018310547,243.1999969482422,244.30999755859375,45045600
2025-01-07,241.35321044921875,242.2100067138672,245.5500030517578,241.35000610351562,242.97999572753906,40856000
2025-01-08,241.8414764404297,242.6999969482422,243.7100067138672,240.0500030517578,241.9199981689453,37628900
2025-01-10,236.01219177246094,236.85000610351562,240.16000366210938,233.0,240.00999450683594,61710900
2025-01-13,233.5708465576172,234.39999389648438,234.6699981689453,229.72000122070312,233.52999877929688,49630700
2025-01-14,232.45480346679688,233.27999877929688,236.1199951171875,232.47000122070312,234.75,39435300
2025-01-15,237.028564453125,237.8699951171875,238.9600067138672,234.42999267578125,234.63999938964844,39832000
2025-01-16,227.4525604248047,228.25999450683594,238.00999450683594,228.02999877929688,237.35000610351562,71759100
2025-01-17,229.16647338867188,229.97999572753906,232.2899932861328,228.47999572753906,232.1199951171875,68488300
2025-01-21,221.85243225097656,222.63999938964844,224.4199981689453,219.3800048828125,224.0,98070400
2025-01-22,223.03823852539062,223.8300018310547,224.1199951171875,219.7899932861328,219.7899932861328,64126500
2025-01-23,222.86883544921875,223.66000366210938,227.02999877929688,222.3000030517578,224.74000549316406,60234800
2025-01-24,221.991943359375,222.77999877929688,225.6300048828125,221.41000366210938,224.77999877929688,54697900
2025-01-27,229.04690551757812,229.86000061035156,232.14999389648438,223.97999572753906,224.02000427246094,94863400
2025-01-28,237.4171905517578,238.25999450683594,240.19000244140625,230.80999755859375,230.85000610351562,75707600
2025-01-29,238.51329040527344,239.36000061035156,239.86000061035156,234.00999450683594,234.1199951171875,45486100
2025-01-30,236.7495574951172,237.58999633789062,240.7899932861328,237.2100067138672,238.6699981689453,55658300
2025-01-31,235.16519165039062,236.0,247.19000244140625,233.44000244140625,247.19000244140625,100959800
2025-02-03,227.2034454345703,228.00999450683594,231.8300018310547,225.6999969482422,229.99000549316406,73063300
2025-02-04,231.9765167236328,232.8000030517578,233.1300048828125,226.64999389648438,227.25,45067300
2025-02-05,231.6476593017578,232.47000122070312,232.6699981689453,228.27000427246094,228.52999877929688,39620300
2025-02-06,232.39501953125,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300
2025-02-07,226.82479858398438,227.6300048828125,234.0,227.25999450683594,232.60000610351562,39707200
2025-02-10,227.0941162109375,227.64999389648438,230.58999633789062,227.1999969482422,229.57000732421875,33115600
2025-02-11,232.05198669433594,232.6199951171875,235.22999572753906,228.1300048828125,228.1999969482422,53718400
2025-02-12,236.29161071777344,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300
2025-02-13,240.9402313232422,241.52999877929688,242.33999633789062,235.57000732421875,236.91000366210938,53614100
2025-02-14,244.00274658203125,244.60000610351562,245.5500030517578,240.99000549316406,241.25,40896200
2025-02-18,243.87306213378906,244.47000122070312,245.17999267578125,241.83999633789062,244.14999389648438,48822500
2025-02-19,244.27207946777344,244.8699951171875,246.00999450683594,243.16000366210938,244.66000366210938,32204200
2025-02-20,245.22975158691406,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900
2025-02-21,244.95042419433594,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400
2025-02-24,246.49664306640625,247.10000610351562,248.86000061035156,244.4199981689453,244.92999267578125,51326400
2025-02-25,246.43678283691406,247.0399932861328,250.0,244.91000366210938,248.0,48013300
2025-02-26,239.77310180664062,240.36000061035156,244.97999572753906,239.1300048828125,244.3300018310547,44433600
2025-02-27,236.72056579589844,237.3000030517578,242.4600067138672,237.05999755859375,239.41000366210938,41153600
2025-02-28,241.24948120117188,241.83999633789062,242.08999633789062,230.1999969482422,236.9499969482422,56833400
2025-03-03,237.4487762451172,238.02999877929688,244.02999877929688,236.11000061035156,241.7899932861328,47184000
2025-03-04,235.35391235351562,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100
2025-03-05,235.1643829345703,235.74000549316406,236.5500030517578,229.22999572753906,235.4199981689453,47227600
2025-03-06,234.75538635253906,235.3300018310547,237.86000061035156,233.16000366210938,234.44000244140625,45170400
2025-03-07,238.4862518310547,239.07000732421875,241.3699951171875,234.75999450683594,235.11000061035156,46273600
2025-03-10,226.92454528808594,227.47999572753906,236.16000366210938,224.22000122070312,235.5399932861328,72071200
2025-03-11,220.30075073242188,220.83999633789062,225.83999633789062,217.4499969482422,223.80999755859375,76137400
2025-03-12,216.45018005371094,216.97999572753906,221.75,214.91000366210938,220.13999938964844,62547500
2025-03-13,209.16799926757812,209.67999267578125,216.83999633789062,208.4199981689453,215.9499969482422,61368300
2025-03-14,212.9687042236328,213.49000549316406,213.9499969482422,209.5800018310547,211.25,60107600
2025-03-17,213.4774627685547,214.0,215.22000122070312,209.97000122070312,213.30999755859375,48073400
2025-03-18,212.17066955566406,212.69000244140625,215.14999389648438,211.49000549316406,214.16000366210938,42432400
2025-03-19,214.7144317626953,215.24000549316406,218.75999450683594,213.75,214.22000122070312,54385400
2025-03-20,213.5772247314453,214.10000610351562,217.49000549316406,212.22000122070312,213.99000549316406,48862900
2025-03-21,217.73704528808594,218.27000427246094,218.83999633789062,211.27999877929688,211.55999755859375,94127800
2025-03-24,220.19102478027344,220.72999572753906,221.47999572753906,218.5800018310547,221.0,44299500
2025-03-25,223.2036590576172,223.75,224.10000610351562,220.0800018310547,220.77000427246094,34493600
2025-03-26,220.98907470703125,221.52999877929688,225.02000427246094,220.47000122070312,223.50999450683594,34466100
2025-03-27,223.3034210205078,223.85000610351562,224.99000549316406,220.55999755859375,221.38999938964844,37094800
2025-03-28,217.36793518066406,217.89999389648438,223.80999755859375,217.67999267578125,221.6699981689453,39818600
2025-03-31,221.58761596679688,222.1300048828125,225.6199951171875,216.22999572753906,217.00999450683594,65299300
2025-04-01,222.64503479003906,223.19000244140625,223.67999267578125,218.89999389648438,219.80999755859375,36412700
2025-04-02,223.34332275390625,223.88999938964844,225.19000244140625,221.02000427246094,221.32000732421875,35905900
2025-04-03,202.69384765625,203.19000244140625,207.49000549316406,201.25,205.5399932861328,103419000
2025-04-04,187.92002868652344,188.3800048828125,199.8800048828125,187.33999633789062,193.88999938964844,125910900
2025-04-07,181.0169219970703,181.4600067138672,194.14999389648438,174.6199951171875,177.1999969482422,160466300
2025-04-08,171.9989776611328,172.4199981689453,190.33999633789062,169.2100067138672,186.6999969482422,120859500
2025-04-09,198.3644561767578,198.85000610351562,200.61000061035156,171.88999938964844,171.9499969482422,184395900
2025-04-10,189.9550323486328,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000
2025-04-11,197.66615295410156,198.14999389648438,199.5399932861328,186.05999755859375,186.10000610351562,87435900
2025-04-14,202.02549743652344,202.52000427246094,212.94000244140625,201.16000366210938,211.44000244140625,101352900
2025-04-15,201.6464080810547,202.13999938964844,203.50999450683594,199.8000030517578,201.86000061035156,51343900
2025-04-16,193.79563903808594,194.27000427246094,200.6999969482422,192.3699951171875,198.36000061035156,59732400
2025-04-17,196.4990234375,196.97999572753906,198.8300018310547,194.4199981689453,197.1999969482422,52164700
2025-04-21,192.6883544921875,193.16000366210938,193.8000030517578,189.80999755859375,193.27000427246094,46742500
2025-04-22,199.25228881835938,199.74000549316406,201.58999633789062,195.97000122070312,196.1199951171875,52976400
2025-04-23,204.1004180908203,204.60000610351562,208.0,202.8000030517578,206.0,52929200
2025-04-24,207.8612060546875,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000
2025-04-25,208.76898193359375,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300
2025-04-28,209.62689208984375,210.13999938964844,211.5,207.4600067138672,210.0,38743100
2025-04-29,210.6942901611328,211.2100067138672,212.24000549316406,208.3699951171875,208.69000244140625,36827600
2025-04-30,211.9811248779297,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500
2025-05-01,212.79913330078125,213.32000732421875,214.55999755859375,208.89999389648438,209.0800018310547,57365700
2025-05-02,204.8485870361328,205.35000610351562,206.99000549316406,202.16000366210938,206.08999633789062,101010600
2025-05-05,198.40435791015625,198.88999938964844,204.10000610351562,198.2100067138672,203.10000610351562,69018500
2025-05-06,198.02528381347656,198.50999450683594,200.64999389648438,197.02000427246094,198.2100067138672,51216500
2025-05-07,195.7707977294922,196.25,199.44000244140625,193.25,199.1699981689453,68536700
2025-05-08,197.00778198242188,197.49000549316406,200.0500030517578,194.67999267578125,197.72000122070312,50478900
2025-05-09,198.0452423095703,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900
2025-05-12,210.55104064941406,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800
2025-05-13,212.68861389160156,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300
2025-05-14,212.08929443359375,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800
2025-05-15,211.21029663085938,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500
2025-05-16,211.0205078125,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900
2025-05-19,208.54331970214844,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500
2025-05-20,206.62550354003906,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600
2025-05-21,201.86090087890625,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800
2025-05-22,201.13172912597656,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400
2025-05-23,195.04864501953125,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900
2025-05-27,199.98304748535156,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500
2025-05-28,200.1927947998047,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700
2025-05-29,199.72332763671875,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800
2025-05-30,200.622314453125,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900
2025-06-02,201.47134399414062,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300
2025-06-03,203.03956604003906,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600
2025-06-04,202.590087890625,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000
2025-06-05,200.40257263183594,200.6300048828125,204.75,200.14999389648438,203.5,55126100
2025-06-06,203.68882751464844,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700
2025-06-09,201.2216339111328,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600
2025-06-10,202.44024658203125,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600
2025-06-11,198.55465698242188,198.77999877929688,204.5,198.41000366210938,203.5,60989900
2025-06-12,198.97418212890625,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600
2025-06-13,196.227294921875,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300
2025-06-16,198.195068359375,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700
2025-06-17,195.418212890625,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200
2025-06-18,196.35714721679688,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45394700
2025-06-20,200.7721405029297,201.0,201.6999969482422,196.86000061035156,198.24000549316406,96813500
2025-06-23,201.27157592773438,201.5,202.3000030517578,198.9600067138672,201.6300048828125,55814300
2025-06-24,200.07293701171875,200.3000030517578,203.44000244140625,200.1999969482422,202.58999633789062,54064000
2025-06-25,201.33151245117188,201.55999755859375,203.6699981689453,200.6199951171875,201.4499969482422,39525700
2025-06-26,200.7721405029297,201.0,202.63999938964844,199.4600067138672,201.42999267578125,50799100
2025-06-27,200.85205078125,201.0800018310547,203.22000122070312,200.0,201.88999938964844,73188600
2025-06-30,204.93740844726562,205.1699981689453,207.38999938964844,199.25999450683594,202.00999450683594,91912800
2025-07-01,207.58441162109375,207.82000732421875,210.19000244140625,206.13999938964844,206.6699981689453,78788900
2025-07-02,212.1991729736328,212.44000244140625,213.33999633789062,208.13999938964844,208.91000366210938,67941800
2025-07-03,213.30792236328125,213.5500030517578,214.64999389648438,211.80999755859375,212.14999389648438,34955800
2025-07-07,209.7119903564453,209.9499969482422,216.22999572753906,208.8000030517578,212.67999267578125,50229000
2025-07-08,209.7719268798828,210.00999450683594,211.42999267578125,208.4499969482422,210.10000610351562,42848900
2025-07-09,210.90065002441406,211.13999938964844,211.3300018310547,207.22000122070312,209.52999877929688,48749400
2025-07-10,212.16920471191406,212.41000366210938,213.47999572753906,210.02999877929688,210.50999450683594,44443600
2025-07-11,210.92062377929688,211.16000366210938,212.1300048828125,209.86000061035156,210.57000732421875,39765800
2025-07-14,208.3834991455078,208.6199951171875,210.91000366210938,207.5399932861328,209.92999267578125,38840100
2025-07-15,208.87295532226562,209.11000061035156,211.88999938964844,208.9199981689453,209.22000122070312,42296300
2025-07-16,209.92176818847656,210.16000366210938,212.39999389648438,208.63999938964844,210.3000030517578,47490500
2025-07-17,209.78192138671875,210.02000427246094,211.8000030517578,209.58999633789062,210.57000732421875,48068100
2025-07-18,210.9405975341797,211.17999267578125,211.7899932861328,209.6999969482422,210.8699951171875,48974600
2025-07-21,212.23912048339844,212.47999572753906,215.77999877929688,211.6300048828125,212.10000610351562,51377400
2025-07-22,214.15695190429688,214.39999389648438,214.9499969482422,212.22999572753906,213.13999938964844,46404100
2025-07-23,213.9072265625,214.14999389648438,215.14999389648438,212.41000366210938,215.0,46989300
2025-07-24,213.51766967773438,213.75999450683594,215.69000244140625,213.52999877929688,213.89999389648438,46022600
2025-07-25,213.63754272460938,213.8800048828125,215.24000549316406,213.39999389648438,214.6999969482422,40268800
2025-07-28,213.80735778808594,214.0500030517578,214.85000610351562,213.05999755859375,214.02999877929688,37858000
2025-07-29,211.03050231933594,211.27000427246094,214.80999755859375,210.82000732421875,214.17999267578125,51411700
2025-07-30,208.81301879882812,209.0500030517578,212.38999938964844,207.72000122070312,211.89999389648438,45512500
2025-07-31,207.33470153808594,207.57000732421875,209.83999633789062,207.16000366210938,208.49000549316406,80698400
2025-08-01,202.1505889892578,202.3800048828125,213.5800018310547,201.5,210.8699951171875,104434500
2025-08-04,203.11949157714844,203.35000610351562,207.8800048828125,201.67999267578125,204.50999450683594,75109300
2025-08-05,202.68995666503906,202.9199981689453,205.33999633789062,202.16000366210938,203.39999389648438,44155100
2025-08-06,213.0082550048828,213.25,215.3800048828125,205.58999633789062,205.6300048828125,108483100
2025-08-07,219.7805633544922,220.02999877929688,220.85000610351562,216.5800018310547,218.8800048828125,90224800
2025-08-08,229.0900115966797,229.35000610351562,231.0,219.25,220.8300018310547,113854000
2025-08-11,227.17999267578125,227.17999267578125,229.55999755859375,224.75999450683594,227.9199981689453,61806100
2025-08-12,229.64999389648438,229.64999389648438,230.8000030517578,227.07000732421875,228.00999450683594,55626200
2025-08-13,233.3300018310547,233.3300018310547,235.0,230.42999267578125,231.07000732421875,69878500
2025-08-14,232.77999877929688,232.77999877929688,235.1199951171875,230.85000610351562,234.05999755859375,51916300
2025-08-15,231.58999633789062,231.58999633789062,234.27999877929688,229.33999633789062,234.0,56038700
2025-08-18,230.88999938964844,230.88999938964844,233.1199951171875,230.11000061035156,231.6999969482422,37476200
2025-08-19,230.55999755859375,230.55999755859375,232.8699951171875,229.35000610351562,231.27999877929688,39402600
2025-08-20,226.00999450683594,226.00999450683594,230.47000122070312,225.77000427246094,229.97999572753906,42263900
2025-08-21,224.89999389648438,224.89999389648438,226.52000427246094,223.77999877929688,226.27000427246094,30621200
2025-08-22,227.75999450683594,227.75999450683594,229.08999633789062,225.41000366210938,226.1699981689453,42477800
2025-08-25,227.16000366210938,227.16000366210938,229.3000030517578,226.22999572753906,226.47999572753906,30983100
2025-08-26,229.30999755859375,229.30999755859375,229.49000549316406,224.69000244140625,226.8699951171875,54575100
2025-08-27,230.49000549316406,230.49000549316406,230.89999389648438,228.25999450683594,228.61000061035156,31259500
2025-08-28,232.55999755859375,232.55999755859375,233.41000366210938,229.33999633789062,230.82000732421875,38074700
2025-08-29,232.13999938964844,232.13999938964844,233.3800048828125,231.3699951171875,232.50999450683594,39418400
2025-09-02,229.72000122070312,229.72000122070312,230.85000610351562,226.97000122070312,229.25,44075600
2025-09-03,238.47000122070312,238.47000122070312,238.85000610351562,234.36000061035156,237.2100067138672,66427800
2025-09-04,239.77999877929688,239.77999877929688,239.89999389648438,236.74000549316406,238.4499969482422,47549400
2025-09-05,239.69000244140625,239.69000244140625,241.32000732421875,238.49000549316406,240.0,54837300
2025-09-08,237.8800048828125,237.8800048828125,240.14999389648438,236.33999633789062,239.3000030517578,48650045
